,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
137,CNN,"RT @CNNnewsroom: Had President Obama met with Kim Jong Un, the way President Trump just did, how might Republicans have reacted? @BrookeBCN…",Tue Jun 12 19:33:10 +0000 2018,0.0,0.0,1.0,0.0
138,CNN,"Emmy Reeves had Type 1 diabetes, but she was allergic to the insulin she needed to stay alive. She recently underwe… https://t.co/URo9Jf5m77",Tue Jun 12 19:30:19 +0000 2018,0.1531,0.135,0.754,0.111
139,CNN,Country Time Lemonade is creating a team to help pay fines and permits for kids who want to run their own lemonade… https://t.co/WLDWF9FGto,Tue Jun 12 19:20:08 +0000 2018,0.5859,0.242,0.703,0.055
140,BBC News (World),Ireland to hold referendum on blasphemy law https://t.co/lx3bradLO8,Tue Jun 12 20:57:08 +0000 2018,0.0,0.0,1.0,0.0
141,BBC News (World),Judge clears AT&amp;T takeover of Time Warner https://t.co/Kw998VdGqi,Tue Jun 12 20:54:54 +0000 2018,0.0772,0.157,0.843,0.0
142,BBC News (World),Ivanka Trump accused of tweeting 'fake' Chinese proverb https://t.co/39Z31sXVO8,Tue Jun 12 20:54:54 +0000 2018,-0.296,0.0,0.784,0.216
143,BBC News (World),Do you have any burning questions about the #TrumpKimSummit? Tweet @BBCJonSopel using #BBCNewsTen https://t.co/IXpvcrNsbw,Tue Jun 12 20:52:58 +0000 2018,0.0,0.0,1.0,0.0
144,BBC News (World),"Any questions about the historic #TrumpKimSummit? @BBCJonSopel will answer your queries, use #BBCNewsTen https://t.co/fXxKJJJTUx",Tue Jun 12 20:20:41 +0000 2018,0.0,0.0,1.0,0.0
145,BBC News (World),World Cup: Nike boots barred for Iran footballers amid US sanctions https://t.co/cnNKTulFAF,Tue Jun 12 18:37:34 +0000 2018,0.0,0.0,1.0,0.0
146,BBC News (World),Jean-Pierre Bemba: ICC orders release of Congo 'warlord' https://t.co/8fAf1Mkm1D,Tue Jun 12 18:05:58 +0000 2018,0.0,0.0,1.0,0.0
147,BBC News (World),Macedonia and Greece: Deal after 27-year row over a name https://t.co/qmDaY4mMAb,Tue Jun 12 16:55:28 +0000 2018,0.0,0.0,1.0,0.0
148,BBC News (World),Navarro sorry for 'special place in hell'' for Trudeau remark https://t.co/gyn2mkLhZ6,Tue Jun 12 16:53:14 +0000 2018,0.34,0.208,0.692,0.1
149,BBC News (World),Spanish football league defends phone 'spying' https://t.co/J21rBPWZJZ,Tue Jun 12 16:20:12 +0000 2018,0.0,0.0,1.0,0.0
150,BBC News (World),"RT @BBCNews: A win-win or a Kim win? #TrumpKimSummit 

https://t.co/LS8uCH3v7j https://t.co/4g7DVT8O37",Tue Jun 12 16:08:12 +0000 2018,0.5859,0.322,0.678,0.0
151,BBC News (World),"""Boy look at that view. Wouldn't that make a great condo?""

From Trump's coastline compliment to Kim Jong-un's 'pen… https://t.co/wvoi9dlPQK",Tue Jun 12 15:50:24 +0000 2018,-0.05,0.133,0.727,0.141
152,BBC News (World),Ten handshakes that shook the world https://t.co/UWGxXPMzKW,Tue Jun 12 15:42:33 +0000 2018,-0.1027,0.0,0.811,0.189
153,BBC News (World),Vase found in shoebox sells for 16m euros https://t.co/xLOrzWbJFN,Tue Jun 12 15:14:31 +0000 2018,0.0,0.0,1.0,0.0
154,BBC News (World),RT @BBCMonitoring: North Koreans have not yet seen any TV news reports of the historic meeting between leader Kim Jong-un and President Tru…,Tue Jun 12 15:08:54 +0000 2018,0.0,0.0,1.0,0.0
155,BBC News (World),Win-win or a Kim win? https://t.co/HUTGpeHpQU,Tue Jun 12 14:26:33 +0000 2018,0.5859,0.487,0.513,0.0
156,BBC News (World),"Jean-Claude Arnault, photographer in Nobel prize scandal, charged with rape https://t.co/BpgMIp4wdt",Tue Jun 12 14:21:25 +0000 2018,-0.7269,0.168,0.355,0.477
157,BBC News (World),"People who have had strokes are learning to cook for themselves again, thanks to this one-handed cookbook… https://t.co/9EC2Cnggpr",Tue Jun 12 13:51:00 +0000 2018,0.4404,0.146,0.854,0.0
158,BBC News (World),Trump Kim summit: Five odd moments from the day https://t.co/Iv6cf56hLw,Tue Jun 12 13:27:02 +0000 2018,-0.3182,0.0,0.796,0.204
159,BBC News (World),Kim Trump summit: North Korea state TV not airing summit news https://t.co/7PpE3BGqHB,Tue Jun 12 13:24:35 +0000 2018,0.0,0.0,1.0,0.0
160,CBS News,Parkland drama students surprise another New York audience: The high schoolers sang at a fundraiser for the summer… https://t.co/b2vQRcEyyA,Tue Jun 12 20:39:41 +0000 2018,0.2732,0.11,0.89,0.0
161,CBS News,The University of Southern California is being federally investigated for possibly concealing the inappropriate beh… https://t.co/ct73wH6oI9,Tue Jun 12 20:20:01 +0000 2018,0.0,0.0,1.0,0.0
162,CBS News,"George H.W. Bush celebrated his birthday Tuesday, becoming the first U.S. president to turn 94… https://t.co/t99ZqGQ2HT",Tue Jun 12 19:59:40 +0000 2018,0.5719,0.198,0.802,0.0
163,CBS News,WATCH: This high school senior with Down Syndrome stole the show by jumping across his graduation stage in exciteme… https://t.co/TLEdqJe8cy,Tue Jun 12 19:45:19 +0000 2018,0.0,0.0,1.0,0.0
164,CBS News,"Police swarmed a building in Paris on Tuesday, saying a man had taken two people hostage. The suspect has arrested,… https://t.co/x0sxCGf1Rx",Tue Jun 12 19:29:37 +0000 2018,-0.296,0.0,0.891,0.109
165,CBS News,"For the second straight year, throngs of fans are celebrating the Golden State Warriors with a parade for a team so… https://t.co/L8ccU8wTPw",Tue Jun 12 19:18:39 +0000 2018,0.6808,0.237,0.763,0.0
166,CBS News,Mitch McConnell becomes longest-serving Republican leader in history of Senate https://t.co/lxytJsyFjY https://t.co/6TCoC8ai6z,Tue Jun 12 19:14:32 +0000 2018,0.0,0.0,1.0,0.0
167,CBS News,"Domino's fixing towns' crumbling roads -- patching up potholes with its logo -- in move to ""save"" pizza… https://t.co/rwhxBNlOWx",Tue Jun 12 19:00:03 +0000 2018,0.0,0.0,1.0,0.0
168,CBS News,"U2 honors ""great storyteller"" Anthony Bourdain during concert at New York City's Apollo Theater… https://t.co/pvaDWSA8lx",Tue Jun 12 18:44:31 +0000 2018,0.8126,0.363,0.637,0.0
169,CBS News,"Virginia primary voters to pick nominees in local, federal races https://t.co/Jy4n43vlJa https://t.co/OFSUwjrWCp",Tue Jun 12 18:29:57 +0000 2018,0.0,0.0,1.0,0.0
170,CBS News,Couple stops to respectfully fold American flag after two people ripped it down and left it on the sidewalk… https://t.co/Wm6iJIMsqe,Tue Jun 12 18:19:47 +0000 2018,0.2732,0.121,0.807,0.072
171,CBS News,"Neighbors stunned after ""pleasant"" man revealed to be long-missing Air Force officer https://t.co/QhdwEYtCbE https://t.co/gyr9vOTN5T",Tue Jun 12 18:14:57 +0000 2018,-0.1027,0.0,0.903,0.097
172,CBS News,"""Dennis Rodman is probably the only one on the planet who knows both of them,"" @GayleKing says of President Trump a… https://t.co/H0CWlUt207",Tue Jun 12 18:13:31 +0000 2018,0.0,0.0,1.0,0.0
173,CBS News,11 candidates seeking to succeed firebrand Maine Gov. LePage in Tuesday's primary  https://t.co/N7laRnJnfQ https://t.co/GFJw12IpDw,Tue Jun 12 17:59:45 +0000 2018,0.4939,0.198,0.802,0.0
174,CBS News,"Hostage situation unfolding in Paris. Negotiations with the suspect were taking place, according to an Interior Min… https://t.co/UJ6tsl7nFy",Tue Jun 12 17:44:40 +0000 2018,-0.296,0.0,0.885,0.115
175,CBS News,"WATCH: The championship parade for Stanley Cup champs, the Washington Capitals, is underway https://t.co/JvnOxNMouK https://t.co/n8b0X86TCF",Tue Jun 12 17:35:03 +0000 2018,0.6908,0.305,0.695,0.0
176,CBS News,Canada’s Parliament has voted unanimously to condemn President Trump following his attacks against Prime Minister J… https://t.co/x6qlPUjr5g,Tue Jun 12 17:29:44 +0000 2018,-0.6705,0.0,0.732,0.268
177,CBS News,Extreme fire danger forces rare shutdown of national forests in West https://t.co/1rlj92zMy3 https://t.co/eu1WHem8QO,Tue Jun 12 17:14:45 +0000 2018,-0.7003,0.0,0.655,0.345
178,CBS News,"Catholic priest shot to death at altar by gunmen in Philippines, Philippines Catholic Bishops Conference says he wa… https://t.co/YlAIMYuBta",Tue Jun 12 16:59:41 +0000 2018,-0.5994,0.0,0.822,0.178
179,CBS News,"A high school pitcher was playing against his best friend in the state championship game, and instead of celebratin… https://t.co/K3dCJdQIRj",Tue Jun 12 16:45:11 +0000 2018,0.9022,0.446,0.554,0.0
180,The New York Times,Breaking News: AT&amp;T’s blockbuster $85.4 billion takeover of Time Warner was approved by a judge who ruled against t… https://t.co/th9bnYc8YV,Tue Jun 12 20:47:42 +0000 2018,0.7717,0.283,0.717,0.0
181,The New York Times,RT @nytimesbusiness: AT&amp;T and Time Warner just won a court's approval to close their $85.4 billion deal. It will create a media and telecom…,Tue Jun 12 20:43:22 +0000 2018,0.836,0.319,0.681,0.0
182,The New York Times,"RT @poniewozik: My review of ABC's ""The Last Defense,"" which applies the true-crime-doc format to question death-row convictions. https://t…",Tue Jun 12 20:31:38 +0000 2018,0.0,0.0,1.0,0.0
183,The New York Times,North Korea is one of the world’s most isolated countries. Is anyone ready to do business there? https://t.co/j3QbJdAGD3,Tue Jun 12 20:16:04 +0000 2018,-0.024,0.119,0.759,0.123
184,The New York Times,"Tesla will cut 9 percent of its work force, part of an effort to “reduce costs and become profitable,” Elon Musk sa… https://t.co/bGubFxL9Ci",Tue Jun 12 20:03:21 +0000 2018,-0.2732,0.0,0.909,0.091
185,The New York Times,RT @carlzimmer: Some CRISPR-based companies took a tumble in the stock market yesterday. I take a look at the studies that triggered the fa…,Tue Jun 12 19:50:17 +0000 2018,0.0,0.0,1.0,0.0
186,The New York Times,"In Opinion, 

""Trump’s diplomacy, however unconventional, has pierced the isolation bubble of the North Korean lead… https://t.co/8YZ14AO3n0",Tue Jun 12 19:31:07 +0000 2018,-0.4019,0.0,0.856,0.144
187,The New York Times,"Years of efforts to prevent sexual harassment of women in the fields of science, engineering and medicine have not… https://t.co/RxDpHOpaBc",Tue Jun 12 19:16:07 +0000 2018,-0.5267,0.049,0.796,0.155
188,The New York Times,North Korea made few concessions. But here’s why President Trump is still betting on his “special bond” with Kim Jo… https://t.co/Y0oIVra8H5,Tue Jun 12 19:01:03 +0000 2018,0.0,0.0,1.0,0.0
189,The New York Times,"RT @NYTNational: Republicans say they are due for a rebound in Virginia: “I have a hard time believing the Democratic spin, if their high-w…",Tue Jun 12 18:46:05 +0000 2018,-0.1027,0.0,0.938,0.062
190,The New York Times,The brother-in-law of Spain’s King will most likely go to prison for his involvement in a fraud case https://t.co/Py11FfmLCD,Tue Jun 12 18:31:04 +0000 2018,-0.7964,0.0,0.693,0.307
191,The New York Times,President Trump and North Korean leader Kim Jong-un signed a joint statement on Tuesday that opened the door to end… https://t.co/NxSG19ZZdU,Tue Jun 12 18:16:03 +0000 2018,0.0,0.0,1.0,0.0
192,The New York Times,"RT @NYTArchives: Anne Frank was born on this day in 1929. The Times published a review when her diary was translated, writing that her voic…",Tue Jun 12 18:01:04 +0000 2018,0.0,0.0,1.0,0.0
193,The New York Times,The plan to save NYC’s subway has an ambitious timeline. Is it even possible? https://t.co/km9uddzdzz,Tue Jun 12 17:46:04 +0000 2018,0.743,0.326,0.674,0.0
194,The New York Times,"Teachers in Illinois are being training to use guns, even though concealed weapons are prohibited on school campuses https://t.co/gt2bNqOPO9",Tue Jun 12 17:31:05 +0000 2018,-0.4404,0.0,0.861,0.139
195,The New York Times,RT @arappeport: Peter Navarro says he's sorry for saying there's a 'special place in hell' for Canadian PM Justin Trudeau. https://t.co/eFA…,Tue Jun 12 17:17:59 +0000 2018,-0.4939,0.105,0.664,0.23
196,The New York Times,10 simple takeaways from Trump’s summit meeting with Kim Jong-un https://t.co/vEh4ClPj5q,Tue Jun 12 17:01:05 +0000 2018,0.0,0.0,1.0,0.0
197,The New York Times,"Here’s what you need to know about the primaries in Nevada, Virginia, Maine, South Carolina and North Dakota https://t.co/FAZuBE0OJP",Tue Jun 12 16:46:05 +0000 2018,0.0,0.0,1.0,0.0
198,The New York Times,"After meeting with Kim Jong-un, Trump answered questions about Otto Warmbier, war games and that iPad video https://t.co/nrFwVOw4ad",Tue Jun 12 16:31:08 +0000 2018,-0.5994,0.0,0.813,0.187
199,The New York Times,"If your waist measures 35 or more inches for women or 40 or more inches for men, chances are you're harboring a pot… https://t.co/hhaSKA6LZo",Tue Jun 12 16:16:02 +0000 2018,0.2023,0.076,0.924,0.0
200,Fox News,Crowds of Washington @Capitals fans showed up to the National Mall Tuesday to celebrate the team's first… https://t.co/ksplof7H0H,Tue Jun 12 18:51:03 +0000 2018,0.5719,0.179,0.821,0.0
201,Fox News,".@ChrisStirewalt: “There’s been disagreement between the two houses, between branches of the Democratic party about… https://t.co/lCarn5acPW",Tue Jun 12 18:38:36 +0000 2018,0.0516,0.141,0.729,0.13
202,Fox News,".@POTUS: “Without the rhetoric we wouldn’t have been here.”

President @realDonaldTrump talks to @seanhannity about… https://t.co/gkYAoPWmQI",Tue Jun 12 18:37:00 +0000 2018,0.0,0.0,1.0,0.0
203,Fox News,Alexander Vershbow on the Trump-Kim summit @dailybriefing https://t.co/oByqkBJ1xm,Tue Jun 12 18:28:04 +0000 2018,0.0,0.0,1.0,0.0
204,Fox News,"After Trump summit with Kim, families of Korean War missing hoping for closure (via @AndrewOReilly84) https://t.co/6VIYVACfr3",Tue Jun 12 18:24:51 +0000 2018,-0.5106,0.128,0.594,0.279
205,Fox News,RT @FoxBusiness: JUST IN: Tesla to cut 9% of workforce https://t.co/SHuLVjOYB1 https://t.co/l1WxnNUDzQ,Tue Jun 12 18:20:58 +0000 2018,-0.2732,0.0,0.84,0.16
206,Fox News,.@JessicaTarlov: People on Both Sides Believe @NikkiHaley Could Be First Female President https://t.co/xLU2w1htOt,Tue Jun 12 18:19:04 +0000 2018,0.0,0.0,1.0,0.0
207,Fox News,.@POTUS and Kim shake hands on landmark agreement https://t.co/seCPDmFvDh @dailybriefing https://t.co/KAySxezigJ,Tue Jun 12 18:16:17 +0000 2018,0.4215,0.317,0.563,0.12
208,Fox News,Tim Tebow slams critics using kneeling photo to support NFL anthem protesters (via @CalebParke) https://t.co/FUflDFCHdj,Tue Jun 12 18:13:56 +0000 2018,-0.1027,0.144,0.638,0.218
209,Fox News,Nunes sets today as the deadline for @TheJusticeDept to turn over more documents on alleged FBI informant… https://t.co/iUIc3pPRjQ,Tue Jun 12 18:07:29 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,Illinois police officer saves child running along busy road https://t.co/lGHt0LEExX,Tue Jun 12 18:06:33 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,"Border patrol agent shot, wounded in southern Arizona https://t.co/Bzr3V1u7Mt",Tue Jun 12 17:51:34 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,".@POTUS: “We are now going to start the process of denuclearization of North Korea.”

President @realDonaldTrump ta… https://t.co/C1WOpIdjT9",Tue Jun 12 17:36:00 +0000 2018,0.0,0.0,1.0,0.0
213,Fox News,Alec Baldwin says he 'would absolutely win' in 2020 election https://t.co/O6wpMdmW9X https://t.co/NUNxbDIOwG,Tue Jun 12 17:35:39 +0000 2018,0.624,0.271,0.729,0.0
214,Fox News,Staten Island baseball team renamed ‘Pizza Rats’ after fan vote https://t.co/O8O9QnEwVC,Tue Jun 12 17:27:55 +0000 2018,0.3182,0.187,0.813,0.0
215,Fox News,'Pregnant' male models steal the show at London Fashion Week https://t.co/cA8X8gguPz,Tue Jun 12 17:18:54 +0000 2018,-0.4939,0.0,0.758,0.242
216,Fox News,.@SenatorRisch: “We have a unique president and he uniquely got this done.” #OutnumberedOT https://t.co/gpteNYWod0,Tue Jun 12 17:13:53 +0000 2018,0.0,0.0,1.0,0.0
217,Fox News,.@SenatorMenendez: “This is the weakest statement I have ever seen come out of any engagement with North Korea.” https://t.co/hVIiM6hMKq,Tue Jun 12 17:08:25 +0000 2018,-0.0772,0.135,0.717,0.148
218,Fox News,"Deer wanders into DC Metro station, darts close to train before fleeing https://t.co/GL2bQSjlHC",Tue Jun 12 16:58:12 +0000 2018,0.0,0.0,1.0,0.0
219,Fox News,Florida fire station welcomes 9 babies in 10 months https://t.co/aVdCaxYL0r https://t.co/wXLemhOWOD,Tue Jun 12 16:43:23 +0000 2018,0.0772,0.206,0.611,0.183
220,CNN,"""Tiny pieces, medium size... We literally had to spend hours per day piecing together the puzzle prior to taping"" p… https://t.co/90ptHyeebO",Tue Jun 12 19:15:00 +0000 2018,0.0,0.0,1.0,0.0
221,CNN,George H.W. Bush just became the first former US president to turn 94 https://t.co/Em2sILnp2A https://t.co/rJIR1qWbbL,Tue Jun 12 19:10:06 +0000 2018,0.0,0.0,1.0,0.0
222,CNN,"A US Border Patrol agent was shot in southern Arizona near the border with Mexico, and several people in the area w… https://t.co/nd7qwq9ylV",Tue Jun 12 19:00:02 +0000 2018,0.0,0.0,1.0,0.0
223,CNN,"RT @CNNnewsroom: Hearing the President call one of our closest allies weak is “deeply distressing, but so jarring when you compare it to th…",Tue Jun 12 18:59:56 +0000 2018,-0.4215,0.0,0.853,0.147
224,CNN,10 Nigerian children who were being smuggled in an attempt to exploit relaxed rules for entry into Russia ahead of… https://t.co/NH1XjeaqxA,Tue Jun 12 18:50:05 +0000 2018,0.0772,0.127,0.717,0.155
225,CNN,"Samuel Tom Holiday, one of the longest surviving Navajo Code Talkers from World War II, has died, just days after c… https://t.co/8EcnY8J6YL",Tue Jun 12 18:40:07 +0000 2018,-0.5574,0.161,0.592,0.247
226,CNN,"A grand jury in Virginia has indicted actress and activist Rose McGowan on one felony count of cocaine possession,… https://t.co/ptVHffQ2C7",Tue Jun 12 18:35:08 +0000 2018,-0.128,0.128,0.723,0.149
227,CNN,"Two years ago, 49 people were killed at the Pulse nightclub in Orlando. Here are their names and stories:… https://t.co/rseaLhWidO",Tue Jun 12 18:30:11 +0000 2018,-0.6705,0.0,0.809,0.191
228,CNN,Why eating at work can add on the pounds https://t.co/qyhQgKAaAY https://t.co/zuKyMMSq2d,Tue Jun 12 18:20:08 +0000 2018,0.0,0.0,1.0,0.0
229,CNN,Trump had a chance to cut Canada's dairy tariffs. He walked away. https://t.co/JxAtOfxPUM https://t.co/wLVQZCQBEu,Tue Jun 12 18:10:09 +0000 2018,-0.0258,0.132,0.728,0.139
230,CNN,27 people have been arrested after two men were beaten to death by a mob following false social media reports sugge… https://t.co/tyNsKyOAa1,Tue Jun 12 18:00:05 +0000 2018,-0.8689,0.0,0.647,0.353
231,CNN,"Kellyanne Conway's husband, George Conway, defends special counsel Robert Mueller's legal authority in the Russia i… https://t.co/Gw3sN8oHUG",Tue Jun 12 17:52:00 +0000 2018,0.5423,0.282,0.718,0.0
232,CNN,President Trump pitched a message of peace between the United States and North Korea by showing North Korean dictat… https://t.co/8yyNGyYAMS,Tue Jun 12 17:40:00 +0000 2018,0.743,0.27,0.73,0.0
233,CNN,President Trump and Kim Jong Un met for the first time. Here's how it played out: https://t.co/dQUvb5OdVB https://t.co/YCjlDWkfmL,Tue Jun 12 17:30:08 +0000 2018,0.34,0.124,0.876,0.0
234,CNN,Christian Louboutin has claimed victory in a legal battle over its signature red-soled shoes https://t.co/JS7Hu2YyF2 https://t.co/ivKKKGg6en,Tue Jun 12 17:23:00 +0000 2018,-0.2732,0.088,0.76,0.152
235,CNN,"Puerto Rico’s governor said there would be ""hell to pay"" if data related to Hurricane Maria's death toll was withhe… https://t.co/CezRrqfNDr",Tue Jun 12 17:10:07 +0000 2018,-0.872,0.0,0.645,0.355
236,CNN,Sen. John Kennedy: “I think it’s important that we don’t lose sight of the fact that Kim Jong Un is... a butcher of… https://t.co/hbchKUzrE7,Tue Jun 12 17:00:27 +0000 2018,-0.2263,0.071,0.824,0.106
237,CNN,Police in Virginia have arrested two young men who they say planned to open fire at a high school prom https://t.co/cgVyiM94Jj,Tue Jun 12 16:50:09 +0000 2018,-0.6705,0.0,0.766,0.234
238,CNN,These sanctions will keep squeezing North Korea's economy https://t.co/HwZ0wyslqX https://t.co/C36XMr0G8l,Tue Jun 12 16:40:11 +0000 2018,0.0,0.0,1.0,0.0
239,CNN,Democratic candidates in northern Virginia are hoping President Trump's unpopularity among the federal government w… https://t.co/EnBEGDk4Lj,Tue Jun 12 16:30:06 +0000 2018,0.4215,0.157,0.843,0.0
240,BBC News (World),Chimamanda Ngozi Adichie wins PEN Pinter prize https://t.co/74haDV8C4y,Tue Jun 12 13:13:10 +0000 2018,0.7906,0.538,0.462,0.0
241,BBC News (World),"Video shows jogger throwing away homeless man's possessions 

https://t.co/YWPnJrcc3M https://t.co/JWNQSDwYwA",Tue Jun 12 12:49:38 +0000 2018,0.0,0.0,1.0,0.0
242,BBC News (World),"Egypt's Salah ""used for political capital"" https://t.co/N6V4HTdFLD",Tue Jun 12 12:16:55 +0000 2018,0.0,0.0,1.0,0.0
243,BBC News (World),"""The world will see a major change""

#TrumpKim https://t.co/E9ndZbPv0T https://t.co/zUAC66Xlzu",Tue Jun 12 11:27:37 +0000 2018,0.0,0.0,1.0,0.0
244,BBC News (World),Volkswagen Beetle: Mexico's enduring love of a classic car https://t.co/7fOLBvcEN0,Tue Jun 12 11:03:32 +0000 2018,0.6369,0.344,0.656,0.0
245,BBC News (World),"US President Donald Trump on Kim Jong-un's ""opportunity"" 

#TrumpKimSummit https://t.co/y2hdld3pPz https://t.co/dKb4HzhyOz",Tue Jun 12 11:00:05 +0000 2018,0.0,0.0,1.0,0.0
246,BBC News (World),Louboutin wins legal battle over red soles https://t.co/jkrZt6Z7mW,Tue Jun 12 10:58:48 +0000 2018,0.3818,0.406,0.391,0.203
247,BBC News (World),Private funeral held for Avicii in Sweden https://t.co/3gp6db9Jia,Tue Jun 12 10:56:25 +0000 2018,-0.3612,0.0,0.737,0.263
248,BBC News (World),Trump Kim summit: What food was on the diplomatic menu? https://t.co/y8flxx7fIX,Tue Jun 12 10:49:11 +0000 2018,0.0,0.0,1.0,0.0
249,BBC News (World),Germany recalls contaminated Dutch eggs in fipronil scare https://t.co/5QUzzcWtUi,Tue Jun 12 10:13:52 +0000 2018,-0.4939,0.0,0.714,0.286
250,BBC News (World),Uber applies for patent to spot drunk passengers https://t.co/drkJgfz2XU,Tue Jun 12 10:07:04 +0000 2018,-0.34,0.0,0.769,0.231
251,BBC News (World),Stranded migrants: Three ships to take 629 people on Aquarius to Spain https://t.co/fRtjpsSeFn,Tue Jun 12 09:50:38 +0000 2018,0.0,0.0,1.0,0.0
252,BBC News (World),E3: Sony PlayStation 4's kiss kiss bang bang event https://t.co/jc6Hasg8q5,Tue Jun 12 09:48:15 +0000 2018,0.6808,0.412,0.588,0.0
253,BBC News (World),"RT @BBCSport: Canada, US &amp; Mexico v Morocco. Who's going to get the nod for the 2026 #WorldCup? Time to take a look. 

➡ https://t.co/6ihh1…",Tue Jun 12 09:32:22 +0000 2018,0.0,0.0,1.0,0.0
254,BBC News (World),Trump on Kim: 'Past does not have to define our future' https://t.co/uI6k4k1mUv,Tue Jun 12 09:18:43 +0000 2018,0.0,0.0,1.0,0.0
255,BBC News (World),Donald Trump reflects on historic #TrumpKimSummit and the road ahead https://t.co/SKctN5ncm0 https://t.co/VdFymIcuvB,Tue Jun 12 09:10:44 +0000 2018,0.0,0.0,1.0,0.0
256,BBC News (World),"""I know it didn't look friendly..."" - US President Donald Trump offers his take on photo of G7 leaders that went vi… https://t.co/9xpTL9jD9Q",Tue Jun 12 09:00:43 +0000 2018,0.0,0.0,1.0,0.0
257,BBC News (World),Trump: Kim talks 'honest and direct' https://t.co/dlCkJXVQnv,Tue Jun 12 08:53:26 +0000 2018,0.5106,0.355,0.645,0.0
258,BBC News (World),"RT @BBCBreaking: #TrumpKimSummit: Donald Trump says US will be stopping ""very provocative"" war games with South Korea 

Live updates: https…",Tue Jun 12 08:47:01 +0000 2018,-0.6983,0.0,0.757,0.243
259,BBC News (World),Theresa May says G7 summit was 'difficult' occasion https://t.co/hBUctCuQIH,Tue Jun 12 08:46:29 +0000 2018,0.0,0.0,1.0,0.0
260,CBS News,"WATCH: A squirrel helps himself to a bag of candy in Disney World, then scampers out the door with his loot.… https://t.co/PTBRaX8Udv",Tue Jun 12 16:30:02 +0000 2018,0.3818,0.12,0.88,0.0
261,CBS News,"Hailey Dawson, an 8-year-old with a one-of-a-kind pitching hand, delivered the first throw at the Milwaukee… https://t.co/5jl7p3S1N8",Tue Jun 12 16:15:30 +0000 2018,0.4939,0.176,0.824,0.0
262,CBS News,Rose McGowan indicted on cocaine charge in Virginia https://t.co/QBSZhRIQvJ https://t.co/V6lb2U2bFd,Tue Jun 12 15:54:37 +0000 2018,0.0,0.0,1.0,0.0
263,CBS News,"""A lot of tears"": Lava destroys as many as 700 homes in Hawaii https://t.co/XI2ittT94e https://t.co/ZzTBxuLXVl",Tue Jun 12 15:34:30 +0000 2018,-0.5574,0.0,0.795,0.205
264,CBS News,"Hostage situation unfolding in Paris, Paris police say there is no indication yet of a link to terrorism, but heavi… https://t.co/Twkz0iSXpX",Tue Jun 12 15:19:41 +0000 2018,-0.5267,0.0,0.804,0.196
265,CBS News,"This man is traveling to all 50 states with his lawn mower, cutting grass for people in need. Now, his movement is… https://t.co/P8cbPYLw5h",Tue Jun 12 15:06:31 +0000 2018,-0.128,0.0,0.936,0.064
266,CBS News,Here is the agreement President Trump and Kim Jong UN signed https://t.co/XUzmPQ7Hrk https://t.co/toIsG2ytnw,Tue Jun 12 14:29:34 +0000 2018,0.4939,0.211,0.789,0.0
267,CBS News,"Olympic skier Bode Miller's 19-month-old daughter of drowns in pool, authorities say https://t.co/OUjuqmR6mE https://t.co/lCRblge2vE",Tue Jun 12 14:14:45 +0000 2018,-0.4939,0.0,0.802,0.198
268,CBS News,Ohio plans to resume its process for removing inactive voters after it was affirmed in Monday's 5-4 ruling.… https://t.co/NkfWK8dGsz,Tue Jun 12 13:59:40 +0000 2018,0.0,0.0,1.0,0.0
269,CBS News,Eric Trump cut the ribbon on a new clubhouse at a golf course on Monday and said his family's golf empire is doing… https://t.co/leICqPXUkb,Tue Jun 12 13:29:38 +0000 2018,-0.2732,0.0,0.909,0.091
270,CBS News,"This man is traveling to all 50 states with his lawn mower, cutting grass for people in need. Now, his movement is… https://t.co/vNvvNtNtiq",Tue Jun 12 13:15:50 +0000 2018,-0.128,0.0,0.936,0.064
271,CBS News,Investors in wait-and-see mode after Trump-Kim summit https://t.co/7yApBG1orX https://t.co/FFXdXyv7YR,Tue Jun 12 12:59:40 +0000 2018,0.0,0.0,1.0,0.0
272,CBS News,"Trevor Noah joins @CBSThisMorning to discuss his new book: “Born a Crime: Stories from a South African Childhood,”… https://t.co/ZGseddoR3Q",Tue Jun 12 12:50:25 +0000 2018,-0.5423,0.0,0.821,0.179
273,CBS News,Pharmaceutical giant Mylan is making strides in the fast-growing biosimilar market. Biosimilars are drugs and devic… https://t.co/18KvEuU2S4,Tue Jun 12 12:39:23 +0000 2018,0.0,0.0,1.0,0.0
274,CBS News,"""[Kim Jong Un] kills his own people in large numbers. He killed Otto Warmbier. He is a very bad guy. But I'm willin… https://t.co/ZH5VWqUATE",Tue Jun 12 12:37:19 +0000 2018,-0.7504,0.0,0.73,0.27
275,CBS News,"""President Trump has to convince Kim Jong Un he's safer and more prosperous without nuclear weapons. This is a firs… https://t.co/ZFH8T9TNwa",Tue Jun 12 12:35:24 +0000 2018,0.8624,0.398,0.602,0.0
276,CBS News,"RT @CBSThisMorning: ""One thing I would tell you, if there is an agreement it must come to congress for our approval,"" Senator @LindseyGraha…",Tue Jun 12 12:35:14 +0000 2018,0.4939,0.132,0.868,0.0
